Time,Speed
2023-02-01T13:00:00Z,14.02
2023-02-01T14:00:00Z,13.70
2023-02-01T15:00:00Z,13.09
2023-02-01T16:00:00Z,12.22
2023-02-01T17:00:00Z,11.00
2023-02-01T18:00:00Z,9.90
2023-02-01T19:00:00Z,9.26
2023-02-01T20:00:00Z,9.52
2023-02-01T21:00:00Z,9.64
2023-02-01T22:00:00Z,10.03
2023-02-01T23:00:00Z,10.32
2023-02-02T00:00:00Z,10.36
2023-02-02T01:00:00Z,10.26
2023-02-02T02:00:00Z,10.53
2023-02-02T03:00:00Z,11.00
2023-02-02T04:00:00Z,10.95
2023-02-02T05:00:00Z,11.09
2023-02-02T06:00:00Z,11.33
2023-02-02T07:00:00Z,11.56
2023-02-02T08:00:00Z,11.83
2023-02-02T09:00:00Z,12.02
2023-02-02T10:00:00Z,12.59
2023-02-02T11:00:00Z,13.67
2023-02-02T12:00:00Z,14.83
2023-02-02T13:00:00Z,14.62
2023-02-02T14:00:00Z,14.75
2023-02-02T15:00:00Z,14.99
2023-02-02T16:00:00Z,14.50
2023-02-02T17:00:00Z,14.19
2023-02-02T18:00:00Z,13.59
2023-02-02T19:00:00Z,12.94
2023-02-02T20:00:00Z,12.57
2023-02-02T21:00:00Z,12.15
2023-02-02T22:00:00Z,11.61
2023-02-02T23:00:00Z,10.93
2023-02-03T00:00:00Z,10.40
2023-02-03T01:00:00Z,10.15
2023-02-03T02:00:00Z,10.14
2023-02-03T03:00:00Z,9.96
2023-02-03T04:00:00Z,9.88
2023-02-03T05:00:00Z,9.78
2023-02-03T06:00:00Z,9.74
2023-02-03T07:00:00Z,8.78
2023-02-03T08:00:00Z,8.08
2023-02-03T09:00:00Z,7.81
2023-02-03T10:00:00Z,8.24
2023-02-03T11:00:00Z,9.05
2023-02-03T12:00:00Z,9.86
2023-02-03T13:00:00Z,9.72
2023-02-03T14:00:00Z,10.03
2023-02-03T15:00:00Z,9.54
2023-02-03T16:00:00Z,8.52
2023-02-03T17:00:00Z,7.44
2023-02-03T18:00:00Z,6.80
2023-02-03T19:00:00Z,6.86
2023-02-03T20:00:00Z,7.36
2023-02-03T21:00:00Z,7.49
2023-02-03T22:00:00Z,7.63
2023-02-03T23:00:00Z,7.82
2023-02-04T00:00:00Z,7.84
2023-02-04T01:00:00Z,7.69
2023-02-04T02:00:00Z,7.82
2023-02-04T03:00:00Z,7.94
2023-02-04T04:00:00Z,8.34
2023-02-04T05:00:00Z,8.70
2023-02-04T06:00:00Z,9.00
2023-02-04T07:00:00Z,8.80
2023-02-04T08:00:00Z,9.03
2023-02-04T09:00:00Z,9.24
2023-02-04T10:00:00Z,10.07
2023-02-04T11:00:00Z,10.76
2023-02-04T12:00:00Z,10.71
2023-02-04T13:00:00Z,10.16
2023-02-04T14:00:00Z,10.42
2023-02-04T15:00:00Z,10.55
2023-02-04T16:00:00Z,7.09
2023-02-04T17:00:00Z,5.26
2023-02-04T18:00:00Z,4.00
2023-02-04T19:00:00Z,3.18
2023-02-04T20:00:00Z,2.89
2023-02-04T21:00:00Z,2.62
2023-02-04T22:00:00Z,2.30
2023-02-04T23:00:00Z,2.19
2023-02-05T00:00:00Z,2.69
2023-02-05T01:00:00Z,2.32
2023-02-05T02:00:00Z,2.54
2023-02-05T03:00:00Z,2.95
2023-02-05T04:00:00Z,2.71
2023-02-05T05:00:00Z,3.19
2023-02-05T06:00:00Z,3.42
2023-02-05T07:00:00Z,3.14
2023-02-05T08:00:00Z,3.42
2023-02-05T09:00:00Z,3.66
2023-02-05T10:00:00Z,4.01
2023-02-05T11:00:00Z,4.91
2023-02-05T12:00:00Z,6.10
2023-02-05T13:00:00Z,6.53
2023-02-05T14:00:00Z,7.62
2023-02-05T15:00:00Z,7.93
2023-02-05T16:00:00Z,6.53
2023-02-05T17:00:00Z,5.68
2023-02-05T18:00:00Z,5.00
2023-02-05T19:00:00Z,4.76
2023-02-05T20:00:00Z,4.73
2023-02-05T21:00:00Z,4.53
2023-02-05T22:00:00Z,4.47
2023-02-05T23:00:00Z,4.63
2023-02-06T00:00:00Z,4.61
2023-02-06T01:00:00Z,4.61
2023-02-06T02:00:00Z,4.75
2023-02-06T03:00:00Z,4.87
2023-02-06T04:00:00Z,5.06
2023-02-06T05:00:00Z,5.56
2023-02-06T06:00:00Z,6.12
2023-02-06T07:00:00Z,6.76
2023-02-06T08:00:00Z,7.13
2023-02-06T09:00:00Z,7.91
2023-02-06T10:00:00Z,9.26
2023-02-06T11:00:00Z,11.24
2023-02-06T12:00:00Z,12.36
2023-02-06T13:00:00Z,12.41
2023-02-06T14:00:00Z,11.91
2023-02-06T15:00:00Z,11.29
2023-02-06T16:00:00Z,10.65
2023-02-06T17:00:00Z,9.85
2023-02-06T18:00:00Z,8.83
2023-02-06T19:00:00Z,8.65
2023-02-06T20:00:00Z,9.03
2023-02-06T21:00:00Z,8.93
2023-02-06T22:00:00Z,8.55
2023-02-06T23:00:00Z,8.03
2023-02-07T00:00:00Z,7.80
2023-02-07T01:00:00Z,7.37
2023-02-07T02:00:00Z,7.07
2023-02-07T03:00:00Z,6.54
2023-02-07T04:00:00Z,6.28
2023-02-07T05:00:00Z,5.74
2023-02-07T06:00:00Z,5.48
2023-02-07T07:00:00Z,4.82
2023-02-07T08:00:00Z,4.46
2023-02-07T09:00:00Z,3.86
2023-02-07T10:00:00Z,4.44
2023-02-07T11:00:00Z,4.99
2023-02-07T12:00:00Z,5.24
2023-02-07T13:00:00Z,4.96
2023-02-07T14:00:00Z,4.17
2023-02-07T15:00:00Z,3.27
2023-02-07T16:00:00Z,3.13
2023-02-07T17:00:00Z,2.51
2023-02-07T18:00:00Z,2.33
2023-02-07T19:00:00Z,2.30
2023-02-07T20:00:00Z,2.61
2023-02-07T21:00:00Z,2.82
2023-02-07T22:00:00Z,3.43
2023-02-07T23:00:00Z,3.76
2023-02-08T00:00:00Z,4.44
2023-02-08T01:00:00Z,5.11
2023-02-08T02:00:00Z,5.76
2023-02-08T03:00:00Z,6.32
2023-02-08T04:00:00Z,7.42
2023-02-08T05:00:00Z,8.22
2023-02-08T06:00:00Z,8.27
2023-02-08T07:00:00Z,8.46
2023-02-08T08:00:00Z,9.34
2023-02-08T09:00:00Z,10.38
2023-02-08T10:00:00Z,12.66
2023-02-08T11:00:00Z,15.03
2023-02-08T12:00:00Z,16.81
2023-02-08T13:00:00Z,17.05
2023-02-08T14:00:00Z,16.69
2023-02-08T15:00:00Z,15.90
2023-02-08T16:00:00Z,15.50
2023-02-08T17:00:00Z,15.69
2023-02-08T18:00:00Z,15.14
2023-02-08T19:00:00Z,13.47
2023-02-08T20:00:00Z,10.40
2023-02-08T21:00:00Z,7.84
2023-02-08T22:00:00Z,5.95
2023-02-08T23:00:00Z,4.88
2023-02-09T00:00:00Z,4.88
2023-02-09T01:00:00Z,4.48
2023-02-09T02:00:00Z,4.27
2023-02-09T03:00:00Z,4.50
2023-02-09T04:00:00Z,4.69
2023-02-09T05:00:00Z,4.87
2023-02-09T06:00:00Z,4.98
2023-02-09T07:00:00Z,4.95
2023-02-09T08:00:00Z,5.15
2023-02-09T09:00:00Z,5.11
2023-02-09T10:00:00Z,5.22
2023-02-09T11:00:00Z,6.21
2023-02-09T12:00:00Z,7.14
2023-02-09T13:00:00Z,7.96
2023-02-09T14:00:00Z,8.46
2023-02-09T15:00:00Z,8.35
2023-02-09T16:00:00Z,7.46
2023-02-09T17:00:00Z,5.63
2023-02-09T18:00:00Z,4.38
2023-02-09T19:00:00Z,4.36
2023-02-09T20:00:00Z,4.42
2023-02-09T21:00:00Z,5.06
2023-02-09T22:00:00Z,5.69
2023-02-09T23:00:00Z,6.72
2023-02-10T00:00:00Z,7.00
2023-02-10T01:00:00Z,7.70
2023-02-10T02:00:00Z,8.35
2023-02-10T03:00:00Z,8.49
2023-02-10T04:00:00Z,8.77
2023-02-10T05:00:00Z,9.04
2023-02-10T06:00:00Z,8.90
2023-02-10T07:00:00Z,8.93
2023-02-10T08:00:00Z,8.62
2023-02-10T09:00:00Z,8.44
2023-02-10T10:00:00Z,9.07
2023-02-10T11:00:00Z,10.22
2023-02-10T12:00:00Z,11.90
2023-02-10T13:00:00Z,12.37
2023-02-10T14:00:00Z,12.21
2023-02-10T15:00:00Z,11.80
2023-02-10T16:00:00Z,10.47
2023-02-10T17:00:00Z,9.12
2023-02-10T18:00:00Z,8.06
2023-02-10T19:00:00Z,7.43
2023-02-10T20:00:00Z,6.87
2023-02-10T21:00:00Z,6.20
2023-02-10T22:00:00Z,5.72
2023-02-10T23:00:00Z,5.02
2023-02-11T00:00:00Z,4.99
2023-02-11T01:00:00Z,5.26
2023-02-11T02:00:00Z,4.95
2023-02-11T03:00:00Z,4.87
2023-02-11T04:00:00Z,4.96
2023-02-11T05:00:00Z,5.06
2023-02-11T06:00:00Z,4.86
2023-02-11T07:00:00Z,4.67
2023-02-11T08:00:00Z,4.64
2023-02-11T09:00:00Z,4.72
2023-02-11T10:00:00Z,5.12
2023-02-11T11:00:00Z,6.54
2023-02-11T12:00:00Z,7.94
2023-02-11T13:00:00Z,8.99
2023-02-11T14:00:00Z,9.12
2023-02-11T15:00:00Z,8.75
2023-02-11T16:00:00Z,7.74
2023-02-11T17:00:00Z,6.43
2023-02-11T18:00:00Z,5.52
2023-02-11T19:00:00Z,5.00
2023-02-11T20:00:00Z,4.93
2023-02-11T21:00:00Z,4.99
2023-02-11T22:00:00Z,4.87
2023-02-11T23:00:00Z,4.82
2023-02-12T00:00:00Z,4.57
2023-02-12T01:00:00Z,4.62
2023-02-12T02:00:00Z,4.69
2023-02-12T03:00:00Z,4.78
2023-02-12T04:00:00Z,4.84
2023-02-12T05:00:00Z,5.01
2023-02-12T06:00:00Z,4.90
2023-02-12T07:00:00Z,4.86
2023-02-12T08:00:00Z,4.79
2023-02-12T09:00:00Z,4.73
2023-02-12T10:00:00Z,5.82
2023-02-12T11:00:00Z,7.95
2023-02-12T12:00:00Z,10.18
2023-02-12T13:00:00Z,10.66
2023-02-12T14:00:00Z,10.75
2023-02-12T15:00:00Z,9.91
2023-02-12T16:00:00Z,8.96
2023-02-12T17:00:00Z,7.86
2023-02-12T18:00:00Z,6.92
2023-02-12T19:00:00Z,6.26
2023-02-12T20:00:00Z,5.52
2023-02-12T21:00:00Z,5.12
2023-02-12T22:00:00Z,4.91
2023-02-12T23:00:00Z,4.89
2023-02-13T00:00:00Z,5.02
2023-02-13T01:00:00Z,5.18
2023-02-13T02:00:00Z,5.41
2023-02-13T03:00:00Z,5.50
2023-02-13T04:00:00Z,5.50
2023-02-13T05:00:00Z,5.58
2023-02-13T06:00:00Z,5.57
2023-02-13T07:00:00Z,6.05
2023-02-13T08:00:00Z,6.49
2023-02-13T09:00:00Z,6.96
2023-02-13T10:00:00Z,8.18
2023-02-13T11:00:00Z,10.49
2023-02-13T12:00:00Z,12.94
2023-02-13T13:00:00Z,13.56
2023-02-13T14:00:00Z,13.16
2023-02-13T15:00:00Z,12.85
2023-02-13T16:00:00Z,12.09
2023-02-13T17:00:00Z,11.10
2023-02-13T18:00:00Z,9.81
2023-02-13T19:00:00Z,9.73
2023-02-13T20:00:00Z,9.95
2023-02-13T21:00:00Z,10.38
2023-02-13T22:00:00Z,10.79
2023-02-13T23:00:00Z,10.60
2023-02-14T00:00:00Z,10.75
2023-02-14T01:00:00Z,11.31
2023-02-14T02:00:00Z,12.06
2023-02-14T03:00:00Z,12.48
2023-02-14T04:00:00Z,12.46
2023-02-14T05:00:00Z,12.15
2023-02-14T06:00:00Z,12.22
2023-02-14T07:00:00Z,12.36
2023-02-14T08:00:00Z,12.46
2023-02-14T09:00:00Z,12.89
2023-02-14T10:00:00Z,14.12
2023-02-14T11:00:00Z,15.21
2023-02-14T12:00:00Z,16.02
2023-02-14T13:00:00Z,16.48
2023-02-14T14:00:00Z,16.27
2023-02-14T15:00:00Z,15.79
2023-02-14T16:00:00Z,15.42
2023-02-14T17:00:00Z,14.82
2023-02-14T18:00:00Z,14.14
2023-02-14T19:00:00Z,13.87
2023-02-14T20:00:00Z,13.40
2023-02-14T21:00:00Z,13.53
2023-02-14T22:00:00Z,13.75
2023-02-14T23:00:00Z,13.91
2023-02-15T00:00:00Z,13.73
2023-02-15T01:00:00Z,13.36
2023-02-15T02:00:00Z,12.96
2023-02-15T03:00:00Z,12.27
2023-02-15T04:00:00Z,9.46
2023-02-15T05:00:00Z,6.95
2023-02-15T06:00:00Z,5.95
2023-02-15T07:00:00Z,6.05
2023-02-15T08:00:00Z,7.83
2023-02-15T09:00:00Z,9.25
2023-02-15T10:00:00Z,11.18
2023-02-15T11:00:00Z,12.36
2023-02-15T12:00:00Z,13.89
2023-02-15T13:00:00Z,14.27
2023-02-15T14:00:00Z,13.84
2023-02-15T15:00:00Z,12.67
2023-02-15T16:00:00Z,11.33
2023-02-15T17:00:00Z,9.91
2023-02-15T18:00:00Z,9.46
2023-02-15T19:00:00Z,10.28
2023-02-15T20:00:00Z,11.18
2023-02-15T21:00:00Z,12.21
2023-02-15T22:00:00Z,12.31
2023-02-15T23:00:00Z,11.13
2023-02-16T00:00:00Z,9.77
2023-02-16T01:00:00Z,8.51
2023-02-16T02:00:00Z,7.92
2023-02-16T03:00:00Z,7.30
2023-02-16T04:00:00Z,7.14
2023-02-16T05:00:00Z,7.36
2023-02-16T06:00:00Z,7.42
2023-02-16T07:00:00Z,7.22
2023-02-16T08:00:00Z,7.58
2023-02-16T09:00:00Z,7.23
2023-02-16T10:00:00Z,7.91
2023-02-16T11:00:00Z,8.40
2023-02-16T12:00:00Z,8.93
2023-02-16T13:00:00Z,9.22
2023-02-16T14:00:00Z,10.02
2023-02-16T15:00:00Z,10.69
2023-02-16T16:00:00Z,11.95
2023-02-16T17:00:00Z,13.67
2023-02-16T18:00:00Z,14.16
2023-02-16T19:00:00Z,14.20
2023-02-16T20:00:00Z,14.36
2023-02-16T21:00:00Z,14.92
2023-02-16T22:00:00Z,15.11
2023-02-16T23:00:00Z,15.87
2023-02-17T00:00:00Z,16.31
2023-02-17T01:00:00Z,16.30
2023-02-17T02:00:00Z,16.83
2023-02-17T03:00:00Z,17.33
2023-02-17T04:00:00Z,17.26
2023-02-17T05:00:00Z,17.22
2023-02-17T06:00:00Z,16.23
2023-02-17T07:00:00Z,15.65
2023-02-17T08:00:00Z,13.71
2023-02-17T09:00:00Z,12.58
2023-02-17T10:00:00Z,11.38
2023-02-17T11:00:00Z,10.44
2023-02-17T12:00:00Z,9.53
2023-02-17T13:00:00Z,8.83
2023-02-17T14:00:00Z,7.49
2023-02-17T15:00:00Z,7.09
2023-02-17T16:00:00Z,8.10
2023-02-17T17:00:00Z,9.87
2023-02-17T18:00:00Z,11.11
2023-02-17T19:00:00Z,12.07
2023-02-17T20:00:00Z,12.70
2023-02-17T21:00:00Z,13.22
2023-02-17T22:00:00Z,13.84
2023-02-17T23:00:00Z,13.84
